,Unnamed: 0,Date,Country,Activity,Hemispheres,Months
3187,3187,12-Mar-1976,USA,Standing,Hemisphere-N,mar
3188,3188,12-Mar-1976,SOUTH AFRICA,Fishing,Hemisphere-S,mar
3189,3189,09-Mar-1976,SOUTH AFRICA,,Hemisphere-S,mar
3190,3190,02-Mar-1976,SOUTH AFRICA,,Hemisphere-S,mar
3191,3191,03-Feb-1976,SOUTH AFRICA,Shark watching,Hemisphere-S,feb
3192,3192,13-Jan-1976,SOUTH AFRICA,Shark fishing,Hemisphere-S,jan
3193,3193,12-Jan-1976,AUSTRALIA,,Hemisphere-S,jan
3194,3194,11-Jan-1976,SOUTH AFRICA,Fishing for snoek & yellowtail,Hemisphere-S,jan
3195,3195,08-Jan-1976,USA,Spearfishing / scuba diving,Hemisphere-N,jan
3196,3196,02-Jan-1976,NEW ZEALAND,Spearfishing,Hemisphere-S,jan
3198,3198,29-Dec-1975,AUSTRALIA,Attempting to drive shark away from the beach,Hemisphere-S,dec
3199,3199,06-Dec-1975,USA,Scuba diving & spearfishing,Hemisphere-N,dec
3200,3200,02-Dec-1975,AUSTRALIA,Filming & feeding captive sharks,Hemisphere-S,dec
3201,3201,19-Nov-1975,AUSTRALIA,Standing,Hemisphere-S,nov
3202,3202,19-Nov-1975,SOUTH AFRICA,Standing,Hemisphere-S,nov
3203,3203,07-Nov-1975,AUSTRALIA,,Hemisphere-S,nov
3204,3204,02-Nov-1975,USA,Surfing,Hemisphere-N,nov
3205,3205,21-Oct-1975,USA,Surf fishing,Hemisphere-N,oct
3206,3206,12-Oct-1975,AUSTRALIA,Surfing,Hemisphere-S,oct
3207,3207,04-Oct-1975,USA,Surfing,Hemisphere-N,oct
3208,3208,Sep-1975,SOUTH AFRICA,Paddleskiing,Hemisphere-S,sep
3209,3209,17-Aug-1975,SOUTH AFRICA,Surfing,Hemisphere-S,aug
3210,3210,12-Aug-1975,USA,Floating on a small orange raft ,Hemisphere-N,aug
3211,3211,09-Aug-1975,USA,Free diving for abalone,Hemisphere-N,aug
3213,3213,30-Jul-1975,USA,Sea disaster,Hemisphere-N,jul
3214,3214,30-Jul-1975,AUSTRALIA,Scuba diving for abalone,Hemisphere-S,jul
3215,3215,26-Jul-1975.b,USA,Free diving,Hemisphere-N,jul
3216,3216,26-Jul-1975,AUSTRALIA,Surfing,Hemisphere-S,jul
3217,3217,23-Jul-1975,USA,Scuba diving for abalone (at surface),Hemisphere-N,jul
3218,3218,19-Jul-1975,USA,Hookah diving for abalone,Hemisphere-N,jul
3219,3219,15-Jul-1975,USA,Swimming,Hemisphere-N,jul
3220,3220,5-Jul-1975,AUSTRALIA,Spearfishing,Hemisphere-S,jul
3221,3221,04-Jul-1975,USA,Surfing,Hemisphere-N,jul
3222,3222,23-Jun-1975,USA,Swimming ,Hemisphere-N,jun
3223,3223,23-Jun-1975,USA,Standing,Hemisphere-N,jun
3224,3224,15-Jun-1975,USA,Swimming near his boat,Hemisphere-N,jun
3226,3226,Jun-1975,USA,,Hemisphere-N,jun
3227,3227,25-May-1975,USA,Surfing,Hemisphere-N,may
3228,3228,20-May 1975,USA,Bathing,Hemisphere-N,may
3230,3230,18-Apr-1975,SOUTH AFRICA,,Hemisphere-S,apr
3231,3231,05-Apr-1975,SOUTH AFRICA,Spearfishing Competition,Hemisphere-S,apr
3232,3232,29-Mar-1975,SOUTH AFRICA,Swimming,Hemisphere-S,mar
3233,3233,18-Mar-1975,AUSTRALIA,,Hemisphere-S,mar
3234,3234,16-Mar-1975,USA,Floating in inner tube,Hemisphere-N,mar
3235,3235,13-Mar-1975,AUSTRALIA,Diving & force-feeding the shark,Hemisphere-S,mar
3236,3236,09-Mar-1975,SOUTH AFRICA,Attempting to drag hooked shark ashore by its tail,Hemisphere-S,mar
3238,3238,23-Feb-1975,SOUTH AFRICA,Surfing,Hemisphere-S,feb
3240,3240,10-Feb-1975,AUSTRALIA,Swimming underwater from crayfish cage to a fishing bait,Hemisphere-S,feb
3241,3241,09-Feb-1975,AUSTRALIA,Crayfishing,Hemisphere-S,feb
3242,3242,07-Feb-1975,AUSTRALIA,,Hemisphere-S,feb
3243,3243,01-Feb-1975,SOUTH AFRICA,Fishing,Hemisphere-S,feb
3244,3244,19-Jan-1975,AUSTRALIA,Surfing,Hemisphere-S,jan
3247,3247,12-Dec-1974,AUSTRALIA,,Hemisphere-S,dec
3248,3248,01-Nov-1974,USA,Standing,Hemisphere-N,nov
3249,3249,28-Sep-1974,USA,Surfing,Hemisphere-N,sep
3250,3250,14-Sep-1974,USA,Hookah diving for abalone,Hemisphere-N,sep
3252,3252,02-Sep-1974,USA,Scuba diving (but on surface),Hemisphere-N,sep
3253,3253,02-Sep-1974,USA,Scuba diving (but on surface),Hemisphere-N,sep
3254,3254,01-Sep-1974,AUSTRALIA,3.3 m fishing boat sank. Treveluwe & Peter Hodgson (wearing lifejackets) were drifting in the current,Hemisphere-S,sep
3255,3255,Sep-1974,USA,Surfing,Hemisphere-N,sep
3261,3261,05-Aug-1974,USA,Surfing,Hemisphere-N,aug
3262,3262,26-Jul-1974,USA,Free diving for abalone (submerged),Hemisphere-N,jul
3263,3263,20-Jul-1974,USA,Swimming,Hemisphere-N,jul
3264,3264,02-Jul-1974,USA,Adrift after the sinking of the motor yacht Princess Dianne,Hemisphere-N,jul
3265,3265,20-Jun-1974,USA,Swimming,Hemisphere-N,jun
3266,3266,26-May-1974,USA,Free diving (but on surface),Hemisphere-N,may
3268,3268,20-Apr-1974,SOUTH AFRICA,Spearfishing,Hemisphere-S,apr
3269,3269,14-Apr-1974,SOUTH AFRICA,Standing,Hemisphere-S,apr
3270,3270,12-Apr-1974,USA,Swimming,Hemisphere-N,apr
3271,3271,04-Apr-1974,SOUTH AFRICA,Surfing,Hemisphere-S,apr
3272,3272,21-Mar-1974,SOUTH AFRICA,Surfing,Hemisphere-S,mar
3273,3273,Mar-1974,SOUTH AFRICA,Fishing for kob,Hemisphere-S,mar
3274,3274,13-Feb-1974,SOUTH AFRICA,Swimming,Hemisphere-S,feb
3275,3275,13-Feb-1974,SOUTH AFRICA,Swimming,Hemisphere-S,feb
3276,3276,Feb-1974,SOUTH AFRICA,Fishing for red fish,Hemisphere-S,feb
3278,3278,13-Jan-1974,SOUTH AFRICA,Sitting,Hemisphere-S,jan
3279,3279,09-Jan-1974,AUSTRALIA,Diving for abalone,Hemisphere-S,jan
3280,3280,07-Jan-1974,SOUTH AFRICA,Swimming,Hemisphere-S,jan
3288,3288,18-Dec-1973,USA,Swimming,Hemisphere-N,dec
3290,3290,25-Nov-1973,AUSTRALIA,,Hemisphere-S,nov
3291,3291,24-Nov-1973,USA,Surfing,Hemisphere-N,nov
3292,3292,03-Nov-1973,AUSTRALIA,,Hemisphere-S,nov
3293,3293,29-Sep-1973,SOUTH AFRICA,Being pulled to shore from wreck of 25-ton fishing vessel Alan S,Hemisphere-S,sep
3298,3298,27-Aug-1973,AUSTRALIA,,Hemisphere-S,aug
3299,3299,25-Aug-1973,AUSTRALIA,Surfing,Hemisphere-S,aug
3300,3300,16-Aug-1973,USA,Crabbing (spearing crabs),Hemisphere-N,aug
3303,3303,26-Mar-1973,AUSTRALIA,,Hemisphere-S,mar
3305,3305,Mar-1973,SOUTH AFRICA,Spearfishing,Hemisphere-S,mar
3307,3307,21-Jan-1973,SOUTH AFRICA,Fishing from paddleski,Hemisphere-S,jan
3308,3308,09-Jan-1973,USA,Surfing,Hemisphere-N,jan
3312,3312,31-Dec-1972,SOUTH AFRICA,Treading water,Hemisphere-S,dec
3315,3315,24-Dec-1972,SOUTH AFRICA,Swimming,Hemisphere-S,dec
3316,3316,21-Dec-1972,AUSTRALIA,,Hemisphere-S,dec
3317,3317,08-Dec-1972,AUSTRALIA,,Hemisphere-S,dec
3319,3319,21-Oct-1972,AUSTRALIA,Spearfishing,Hemisphere-S,oct
3320,3320,21-Oct-1972,AUSTRALIA,Surfing,Hemisphere-S,oct
3321,3321,14-Oct-1972,USA,Scuba diving,Hemisphere-N,oct
3322,3322,14-Oct-1972,USA,Surfing,Hemisphere-N,oct
3324,3324,09-Sep-1972,USA,Surfing,Hemisphere-N,sep
3326,3326,29-Aug-1972,USA,Surfing,Hemisphere-N,aug
3327,3327,17-Aug-1972,USA,Spearfishing,Hemisphere-N,aug
3328,3328,08-Aug-1972,AUSTRALIA,Diving for abalone,Hemisphere-S,aug
3329,3329,05-Jul-1972,USA,Diving,Hemisphere-N,jul
3332,3332,10-Jun-1972,USA,Surfing,Hemisphere-N,jun
3333,3333,28-May-1972,USA,Free diving for abalone,Hemisphere-N,may
3336,3336,01-Apr-1972,AUSTRALIA,,Hemisphere-S,apr
3339,3339,16-Mar-1972,USA,Spearfishing,Hemisphere-N,mar
3340,3340,20-Feb-1972,AUSTRALIA,Surfing,Hemisphere-S,feb
3341,3341,12-Feb-1972,AUSTRALIA,,Hemisphere-S,feb
3342,3342,01-Jan-1972,SOUTH AFRICA,Swimming,Hemisphere-S,jan
3343,3343,01-Jan-1971,SOUTH AFRICA,Sitting in shallows,Hemisphere-S,jan
3347,3347,23-Dec-1971,AUSTRALIA,,Hemisphere-S,dec
3348,3348,16-Dec-1971,SOUTH AFRICA,Swimming,Hemisphere-S,dec
3349,3349,05-Dec-1971,AUSTRALIA,,Hemisphere-S,dec
3351,3351,27-Oct-1971,AUSTRALIA,,Hemisphere-S,oct
3352,3352,23-Oct-1971,USA,Surfing,Hemisphere-N,oct
3353,3353,14-Oct-1971,SOUTH AFRICA,Swimming,Hemisphere-S,oct
3354,3354,02-Oct-1971,USA,Scuba diving,Hemisphere-N,oct
3355,3355,25-Sep-1971,USA,Surfing,Hemisphere-N,sep
3357,3357,05-Sep-1971,AUSTRALIA,Fishing,Hemisphere-S,sep
3358,3358,21-Aug-1971,AUSTRALIA,Scuba diving & feeding fish,Hemisphere-S,aug
3359,3359,26-Jul-1971,USA,Wading,Hemisphere-N,jul
3360,3360,19-Jul-1971,USA,Hookah diving (submerged),Hemisphere-N,jul
3361,3361,30-Jun-1971,SOUTH AFRICA,Surfing,Hemisphere-S,jun
3364,3364,11-Apr-1971,SOUTH AFRICA,Swimming,Hemisphere-S,apr
3369,3369,30-Mar-1971,NEW ZEALAND,Surfing,Hemisphere-S,mar
3370,3370,02-Jan-1971,AUSTRALIA,Swimming,Hemisphere-S,jan
3377,3377,03-Dec-1970,USA,Shipwreck,Hemisphere-N,dec
3379,3379,24-Oct-1970,USA,Body surfing,Hemisphere-N,oct
3380,3380,Oct-1970,USA,Surfing,Hemisphere-N,oct
3383,3383,05-Sep-1970,USA,Floating on a raft,Hemisphere-N,sep
3384,3384,02-Sep-1970,AUSTRALIA,,Hemisphere-S,sep
3385,3385,Sep-1970,USA,Swimming,Hemisphere-N,sep
3386,3386,Sep-1970,USA,Scuba diving,Hemisphere-N,sep
3389,3389,22-Jun-1970,USA,Fishing,Hemisphere-N,jun
3390,3390,15-Jun-1970,SOUTH AFRICA,Scuba Diving,Hemisphere-S,jun
3397,3397,31-Mar-1970,USA,Body surfing,Hemisphere-N,mar
3398,3398,23-Mar-1970,USA,Wading,Hemisphere-N,mar
3407,3407,Jan-1970,PAPUA NEW GUINEA,Freediving,Hemisphere-S,jan
3416,3416,30-Nov-1969,AUSTRALIA,Swimming,Hemisphere-S,nov
3417,3417,11-Nov-1969,USA,Scuba diving for lobsters,Hemisphere-N,nov
3418,3418,05-Nov-1969,AUSTRALIA,,Hemisphere-S,nov
3419,3419,14-Oct-1969,USA,Diving,Hemisphere-N,oct
3420,3420,06-Sep-1969,USA,Free diving for abalone,Hemisphere-N,sep
3421,3421,29-Aug-1969,USA,Floating on his back,Hemisphere-N,aug
3422,3422,22-Aug-1969,USA,Fishing,Hemisphere-N,aug
3423,3423,02-Aug-1969,USA,Surfing,Hemisphere-N,aug
3424,3424,02-Aug-1969,USA,Body surfing,Hemisphere-N,aug
3427,3427,22-Jul-1969,USA,,Hemisphere-N,jul
3428,3428,20-Jul-1969,USA,Freediving for abalone (at surface),Hemisphere-N,jul
3429,3429,27-Jun-1969,USA,Wading,Hemisphere-N,jun
3431,3431,Jun-1969,USA,Wading,Hemisphere-N,jun
3432,3432,25-May-1969,USA,Surf-fishing,Hemisphere-N,may
3433,3433,24-May-1969,USA,Diving,Hemisphere-N,may
3435,3435,14-May-1969,AUSTRALIA,,Hemisphere-S,may
3436,3436,22-Apr-1969,AUSTRALIA,Netting pilchards,Hemisphere-S,apr
3437,3437,19-Aug-1969,USA,Fishing,Hemisphere-N,aug
3438,3438,25-Mar-1969,AUSTRALIA,,Hemisphere-S,mar
3439,3439,09-Mar-1969,USA,Surfing,Hemisphere-N,mar
3441,3441,Feb-1969,AUSTRALIA,Hard hat diving,Hemisphere-S,feb
3442,3442,27-Jan-1969,AUSTRALIA,Freediving,Hemisphere-S,jan
3443,3443,Jan-1969,AUSTRALIA,,Hemisphere-S,jan
3445,3445,29-Dec-1968,SOUTH AFRICA,Freediving,Hemisphere-S,dec
3446,3446,26-Dec-1968,AUSTRALIA,Feeding mullet to sharks,Hemisphere-S,dec
3447,3447,25-Dec-1968,NEW ZEALAND,Surfing,Hemisphere-S,dec
3448,3448,09-Dec-1968,AUSTRALIA,,Hemisphere-S,dec
3449,3449,02-Dec-1968,SOUTH AFRICA,Spearfishing,Hemisphere-S,dec
3450,3450,Dec-1968,SOUTH AFRICA,,Hemisphere-S,dec
3451,3451,06-Nov-1968,SOUTH AFRICA,Fishing,Hemisphere-S,nov
3452,3452,04-Nov-1968,PAPUA NEW GUINEA,Wreck of the Storm King,Hemisphere-S,nov
3453,3453,02-Nov-1968,AUSTRALIA,,Hemisphere-S,nov
3455,3455,13-Oct-1968,USA,Spearfishing using Scuba,Hemisphere-N,oct
3457,3457,22-Sep-1968,USA,Surfing,Hemisphere-N,sep
3458,3458,15-Sep-1968,NEW ZEALAND,Spearfishing,Hemisphere-S,sep
3459,3459,24-Aug-1968,USA,Playing with a frisbee in the shallows,Hemisphere-N,aug
3460,3460,21-Aug-1968,USA,Standing,Hemisphere-N,aug
3464,3464,27-Jul-1968,USA,Free diving,Hemisphere-N,jul
3465,3465,23-Jul-1968,USA,Wading,Hemisphere-N,jul
3466,3466,16-Jul-1968,USA,Spearfishing using Scuba,Hemisphere-N,jul
3470,3470,09-Jun-1968,USA,Clamming,Hemisphere-N,jun
3473,3473,May-1968,PAPUA NEW GUINEA,Standing,Hemisphere-S,may
3474,3474,29-Apr-1968,USA,Wading,Hemisphere-N,apr
3475,3475,20-Apr-1968,USA,,Hemisphere-N,apr
3476,3476,15-Apr-1968,AUSTRALIA,"Diving. Shark âswallowedâ his hand, so he threw his other around the shark and went âshark-back ridingâ for 30 yards until the shark opened its jaws",Hemisphere-S,apr
3478,3478,07-Apr-1968,AUSTRALIA,,Hemisphere-S,apr
3479,3479,25-Mar-1968,SOUTH AFRICA,Wading & pushing dinghy toward  the shallows,Hemisphere-S,mar
3480,3480,10-Mar-1968,USA,Surfing,Hemisphere-N,mar
3481,3481,Mar-1968,USA,Treading water,Hemisphere-N,mar
3482,3482,26-Feb-1968,USA,Surfing,Hemisphere-N,feb
3483,3483,20-Feb-1968,AUSTRALIA,Swimming,Hemisphere-S,feb
3484,3484,18-Feb-1968,NEW ZEALAND,Picking up shark by the tail,Hemisphere-S,feb
3485,3485,04-Feb-1968,AUSTRALIA,Spearfishing,Hemisphere-S,feb
3486,3486,02-Feb-1968,AUSTRALIA,,Hemisphere-S,feb
3488,3488,17-Jan-1968,PAPUA NEW GUINEA,Swimming,Hemisphere-S,jan
3492,3492,30-Dec-1967,SOUTH AFRICA,Surfing,Hemisphere-S,dec
3495,3495,17-Dec-1967,AUSTRALIA,Swimming,Hemisphere-S,dec
3496,3496,14-Dec-1967,USA,,Hemisphere-N,dec
3497,3497,30-Nov-1967,AUSTRALIA,Freediving,Hemisphere-S,nov
3498,3498,30-Nov-1967,AUSTRALIA,,Hemisphere-S,nov
3501,3501,Nov-1967,SOUTH AFRICA,,Hemisphere-S,nov
3503,3503,17-Oct-1967,USA,Standing on sandbar,Hemisphere-N,oct
3505,3505,20-Sep-1967,USA,Boat capsized between O'ahu & Molokai,Hemisphere-N,sep
3507,3507,07-Sep-1967,PAPUA NEW GUINEA,Diving,Hemisphere-S,sep
3508,3508,07-Sep-1967,USA,Spearfishing,Hemisphere-N,sep
3509,3509,06-Sep-1967,PAPUA NEW GUINEA,Spearfishing,Hemisphere-S,sep
3510,3510,01-Sep-1967,PAPUA NEW GUINEA,Spearfishing,Hemisphere-S,sep
3511,3511,27-Aug-1967,USA,Pulling shark from the water,Hemisphere-N,aug
3514,3514,19-Aug-1967,AUSTRALIA,"Spearfishing, dived to pick up a float line",Hemisphere-S,aug
3517,3517,10-Aug-1967,AUSTRALIA,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),Hemisphere-S,aug
3518,3518,07-Aug-1967,USA,Spearfishing,Hemisphere-N,aug
3521,3521,29-Jul-1967,USA,Snorkeling,Hemisphere-N,jul
3523,3523,Jul-1967,USA,Surfing,Hemisphere-N,jul
3524,3524,13-Jun-1967,USA,Spearfishing,Hemisphere-N,jun
3527,3527,09-May-1967,AUSTRALIA,Feeding a shark,Hemisphere-S,may
3529,3529,20-Mar-1967,NEW ZEALAND,Freediving,Hemisphere-S,mar
3530,3530,19-Mar-1967,SOUTH AFRICA,Spearfishing,Hemisphere-S,mar
3531,3531,12-Mar-1967,AUSTRALIA,Spearfishing,Hemisphere-S,mar
3532,3532,10-Mar-1967,AUSTRALIA,Vehicle plunged over cliff into the water,Hemisphere-S,mar
3533,3533,09-Mar-1967,NEW ZEALAND,Lifesaving drill,Hemisphere-S,mar
3534,3534,01-Mar-1967,PAPUA NEW GUINEA,,Hemisphere-S,mar
3536,3536,27-Jan-1967,SOUTH AFRICA,Fishing for rock lobster,Hemisphere-S,jan
3537,3537,22-Jan-1967,SOUTH AFRICA,Spearfishing Competition,Hemisphere-S,jan
3539,3539,06-Jan-1967,AUSTRALIA,Splashing,Hemisphere-S,jan
3540,3540,31-Dec-1966,AUSTRALIA,Fishing,Hemisphere-S,dec
3541,3541,27-Dec-1966,AUSTRALIA,Spearfishing,Hemisphere-S,dec
3542,3542,27-Dec-1966,AUSTRALIA,Spearfishing,Hemisphere-S,dec
3544,3544,26-Dec-1966,AUSTRALIA,Spearfishing,Hemisphere-S,dec
3547,3547,30-Oct-1966,PAPUA NEW GUINEA,Swimming,Hemisphere-S,oct
3548,3548,19-Oct-1966,PAPUA NEW GUINEA,Bathing,Hemisphere-S,oct
3549,3549,27-Sep-1966,AUSTRALIA,"Free diving, carrying speargun",Hemisphere-S,sep
3550,3550,19-Sep-1966,USA,Fishing,Hemisphere-N,sep
3551,3551,18-Sep-1966,AUSTRALIA,Spearfishing,Hemisphere-S,sep
3552,3552,13-Sep-1966,AUSTRALIA,Spearfishing,Hemisphere-S,sep
3553,3553,10-Sep-1966,AUSTRALIA,Spearfishing,Hemisphere-S,sep
3554,3554,8-Sep-1966,USA,Hunting crayfish ,Hemisphere-N,sep
3556,3556,28-Aug-1966,AUSTRALIA,,Hemisphere-S,aug
3557,3557,27-Aug-1966,SOUTH AFRICA,Netting sharks,Hemisphere-S,aug
3565,3565,Aug-1966,USA,Wading,Hemisphere-N,aug
3566,3566,31-Jul-1966,USA,Diving for sand dollars,Hemisphere-N,jul
3567,3567,19-Jul-1966,USA,Killing a shark,Hemisphere-N,jul
3568,3568,17-Jul-1966,USA,Fishing,Hemisphere-N,jul
3570,3570,14-Jul-1966,PAPUA NEW GUINEA,Swimming,Hemisphere-S,jul
3571,3571,03-Jul-1966,USA,Free diving,Hemisphere-N,jul
3573,3573,22-Jun-1966,USA,Clamming,Hemisphere-N,jun
3574,3574,11-Jun-1966,USA,Fishing,Hemisphere-N,jun
3575,3575,04-Jun-1966,USA,Swimming,Hemisphere-N,jun
3577,3577,20-May-1966,AUSTRALIA,Sinking of the dredge World Atlas,Hemisphere-S,may
3578,3578,20-May-1966,AUSTRALIA,Fishing,Hemisphere-S,may
3579,3579,20-May-1966,AUSTRALIA,Shipwreck,Hemisphere-S,may
3580,3580,16-May-1966,USA,Spearfishing / Scuba diving,Hemisphere-N,may
3582,3582,08-Apr-1966,USA,Swimming,Hemisphere-N,apr
3583,3583,Apr-1966,AUSTRALIA,Overturned skiff,Hemisphere-S,apr
3584,3584,20-Mar-1966,AUSTRALIA,Fishing (big game),Hemisphere-S,mar
3586,3586,27-Feb-1966,AUSTRALIA,Treading water,Hemisphere-S,feb
3587,3587,29-Jan-1966,SOUTH AFRICA,Helping men land a shark,Hemisphere-S,jan
3589,3589,22-Jan-1966,USA,Free diving / spearfishing (resting on the surface),Hemisphere-N,jan
3590,3590,15-Jan-1966,AUSTRALIA,Spearfishing,Hemisphere-S,jan
3592,3592,11-Jan-1966,SOUTH AFRICA,Standing,Hemisphere-S,jan
3593,3593,10-Jan-1966,AUSTRALIA,Jumped into the water,Hemisphere-S,jan
3594,3594,09-Jan-1966,SOUTH AFRICA,Body surfing,Hemisphere-S,jan
3595,3595,08-Jan-1966,NEW ZEALAND,Body surfing ,Hemisphere-S,jan
3596,3596,05-Jan-1966,USA,Swimming,Hemisphere-N,jan
3598,3598,28-Dec-1965,AUSTRALIA,"Spearfishing, but standing in knee-deep water",Hemisphere-S,dec
3600,3600,10-Dec-1965,AUSTRALIA,Fishing,Hemisphere-S,dec
3601,3601,21-Nov-1965,AUSTRALIA,Fishing from 34' boat when pulled overboard by hooked shark,Hemisphere-S,nov
3604,3604,03-Nov-1965,AUSTRALIA,Surfing,Hemisphere-S,nov
3609,3609,Oct-1965,PAPUA NEW GUINEA,Wading,Hemisphere-S,oct
3610,3610,21-Sep-1965,PAPUA NEW GUINEA,Spearing fish,Hemisphere-S,sep
3611,3611,12-Sep-1965,PAPUA NEW GUINEA,Fishing (rod & line),Hemisphere-S,sep
3614,3614,26-Aug-1965,USA,Swimming,Hemisphere-N,aug
3618,3618,19-Jun-1965,USA,Wading,Hemisphere-N,jun
3619,3619,18-Jun-1965,USA,"Diving, retrieving film package from Titan 3C rocket",Hemisphere-N,jun
3621,3621,Jun-1965,PAPUA NEW GUINEA,Spearfishing,Hemisphere-S,jun
3628,3628,29-Apr-1965,USA,,Hemisphere-N,apr
3629,3629,25-Apr-1965,USA,Surfing,Hemisphere-N,apr
3630,3630,10-Apr-1965,USA,Spearfishing,Hemisphere-N,apr
3632,3632,04-Apr-1965,USA,Paddling on surfboard,Hemisphere-N,apr
3633,3633,23-Mar-1965,USA,Aircraft exploded,Hemisphere-N,mar
3634,3634,14-Mar-1965,USA,Free diving,Hemisphere-N,mar
3635,3635,14-Feb-1965,SOUTH AFRICA,Treading water,Hemisphere-S,feb
3636,3636,04-Feb-1965,USA,Scuba diving,Hemisphere-N,feb
3637,3637,25-Jan-1965,USA,Motor boat Rebel Belle lost,Hemisphere-N,jan
3638,3638,23-Jan-1965,SOUTH AFRICA,Paddling rescue ski,Hemisphere-S,jan
3639,3639,16-Jan-1965,SOUTH AFRICA,Body surfing,Hemisphere-S,jan
3640,3640,10-Jan-1965,AUSTRALIA,Swimming,Hemisphere-S,jan
3649,3649,25-Dec-1964,SOUTH AFRICA,Swimming,Hemisphere-S,dec
3650,3650,10-Dec-1964,PAPUA NEW GUINEA,,Hemisphere-S,dec
3651,3651,10-Dec-1964,AUSTRALIA,Fishing,Hemisphere-S,dec
3652,3652,09-Dec-1964,PAPUA NEW GUINEA,"Canoe swamped, swimming back to canoe",Hemisphere-S,dec
3654,3654,29-Nov-1964,AUSTRALIA,Free diving with seals,Hemisphere-S,nov
3655,3655,18-Nov-1964,AUSTRALIA,Swimming out to rescue swimmers in difficulty,Hemisphere-S,nov
3656,3656,13-Nov-1964,AUSTRALIA,"Filming underwater, carrying powerhead",Hemisphere-S,nov
3657,3657,05-Nov-1964,USA,Longline fishing,Hemisphere-N,nov
3658,3658,31-Oct-1964,SOUTH AFRICA,Surf fishing,Hemisphere-S,oct
3659,3659,25-Oct-1964,USA,Boat Miss Becky  sank 12 miles from shore,Hemisphere-N,oct
3660,3660,04-Oct-1964,AUSTRALIA,"Surfing, but swimming to his board",Hemisphere-S,oct
3664,3664,26-Aug-1964,USA,Swimming,Hemisphere-N,aug
3666,3666,22-Aug-1964,USA,Spearfishing / free diving,Hemisphere-N,aug
3667,3667,21-Aug-1964,USA,Swimming,Hemisphere-N,aug
3668,3668,08-Aug-1964,USA,Spearfishing using scuba,Hemisphere-N,aug
3671,3671,27-Jul-1964,USA,,Hemisphere-N,jul
3672,3672,16-Jul-1964,SOUTH AFRICA,Searching for remains of  Dr. Marais,Hemisphere-S,jul
3673,3673,15-Jul-1964,USA,"Yacht Gooney Bird foundered, 4 survivors on raft",Hemisphere-N,jul
3674,3674,10-Jul-1964,SOUTH AFRICA,Spearfishing ,Hemisphere-S,jul
3675,3675,08-Jul-1964,USA,Tagging sharks,Hemisphere-N,jul
3676,3676,Jul-1964,PAPUA NEW GUINEA,Standing / fishing,Hemisphere-S,jul
3677,3677,Jul-1964,PAPUA NEW GUINEA,canoeing,Hemisphere-S,jul
3679,3679,28-Jun-1964,USA,Attempting to swim across the Atlantic Ocean,Hemisphere-N,jun
3680,3680,24-Jun-1964,USA,Fishing,Hemisphere-N,jun
3681,3681,17-Jun-1964,PAPUA NEW GUINEA,Fishing,Hemisphere-S,jun
3683,3683,02-Jun-1964,SOUTH AFRICA,Swimming,Hemisphere-S,jun
3687,3687,07-Apr-1964,PAPUA NEW GUINEA,Fishing,Hemisphere-S,apr
3688,3688,28-Mar-1964,AUSTRALIA,Surfing,Hemisphere-S,mar
3689,3689,28-Mar-1964,PAPUA NEW GUINEA,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",Hemisphere-S,mar
3690,3690,05-Mar-1964,USA,Skin diving ,Hemisphere-N,mar
3695,3695,11-Feb-1964,NEW ZEALAND,preparing to go skin diving,Hemisphere-S,feb
3696,3696,10-Feb-1964,NEW ZEALAND,Spearfishing,Hemisphere-S,feb
3697,3697,08-Feb-1954,SOUTH AFRICA,Body boarding,Hemisphere-S,feb
3698,3698,05-Feb-1964,NEW ZEALAND,Lying in 2 feet of water,Hemisphere-S,feb
3699,3699,05-Feb-1964,NEW ZEALAND,Swimming,Hemisphere-S,feb
3700,3700,02-Feb-1964,AUSTRALIA,Swimming,Hemisphere-S,feb
3701,3701,01-Feb-1964,NEW ZEALAND,Rowing,Hemisphere-S,feb
3702,3702,Feb-1964,USA,Floating,Hemisphere-N,feb
3705,3705,23-Jan-1964,SOUTH AFRICA,Body surfing,Hemisphere-S,jan
3706,3706,22-Jan-1964,SOUTH AFRICA,Standing,Hemisphere-S,jan
3707,3707,21-Jan-1964,SOUTH AFRICA,Shark watching,Hemisphere-S,jan
3708,3708,18-Jan-1964,AUSTRALIA,Freediving,Hemisphere-S,jan
3709,3709,11-Jan-1964,USA,Spearfishing / Scuba diving (at surface),Hemisphere-N,jan
3712,3712,01-Jan-1964,AUSTRALIA,,Hemisphere-S,jan
3713,3713,01-Jan-1964,SOUTH AFRICA,Diving for sinkers,Hemisphere-S,jan
3714,3714,Jan-1964,NEW ZEALAND,Snorkeling,Hemisphere-S,jan
3715,3715,29-Dec-1963,SOUTH AFRICA,Standing,Hemisphere-S,dec
3716,3716,26-Dec-1963,SOUTH AFRICA,Swimming ,Hemisphere-S,dec
3717,3717,26-Dec-1963,AUSTRALIA,Sitting on gunwale of boat,Hemisphere-S,dec
3718,3718,25-Dec-1963,SOUTH AFRICA,Swimming,Hemisphere-S,dec
3720,3720,22-Dec-1963,SOUTH AFRICA,Helping friend land hooked shark,Hemisphere-S,dec
3721,3721,21-Dec-1963,AUSTRALIA,Fishing,Hemisphere-S,dec
