,Date,Country,Activity
3985,24-Jun-1960,USA,Scuba diving
3986,07-Jun-1960,USA,"Testing classified underwater electronic gear for Raytheon Corporation, vessel torn apart by explosion"
3987,05-Jun-1960,PHILIPPINES,"Diving for shells, saw shark circling wife near the surface, intercepted shark & it pulled him beneath the water"
3988,04-Jun-1960,USA,Swimming
3989,29-May-1960,PANAMA,"Spearfishing, free diving, possibly ascended into path of cruising shark"
3990,24-May-1960,BERMUDA,Free diving but treading water at surface
3991,19-May-1960,USA,Swimming 
3992,16-May-1960,USA,
3993,01-May-1960,PAPUA NEW GUINEA,
3994,30-Apr-1960,SOUTH AFRICA,Treading water
3995,24-Apr-1960,USA,Skindiving for abalone (but at surface)
3996,22-Apr-1960,AUSTRALIA,"Fishing, hauling in a set line"
3997,Reported 20-Apr-1960,SOUTH AFRICA,Fishing
3998,14-Apr-1960,BERMUDA,Floating on a raft
3999,12-Apr-1960,AUSTRALIA,Surfing
4000,10-Apr-1960,AUSTRALIA,"Spearfishing, shot a sandtiger shark. Cord to spear tangled round his legs & a wave washed him onto a reef."
4001,03-Apr-1960,AUSTRALIA,Spearfishing
4002,03-Apr-1960,AUSTRALIA,"Speared a grouper, saw shark but it came for him instead of the fish so he fired spear into sharkâs mouth. Then shark took grouper but unable to swallow because of the spear in its mouth."
4003,01-Apr-1960,AUSTRALIA,Shark fishing
4004,Apr-1960,FIJI,Fishing in shoulder-deep water
4005,Apr-1960,PHILIPPINES,"Fishing, hooked shark towed boat out to sea, storm swamped boat"
4006,Apr-1960,SOUTH AFRICA,Fishing
4007,31-Mar-1960,USA,Treading water
4008,28-Mar-1960,GUAM,"Spearfishing, carrying fish on belt"
4009,29-Feb-1960,AUSTRALIA,"Wading, fishing for flounder"
4010,27-Feb-1960,NEW ZEALAND,Spearfishing
4011,27-Feb-1960,USA,Spearfishing
4012,24-Feb-1960,SENEGAL,Fishing
4013,19-Feb-1960,PAPUA NEW GUINEA,Spearfishing
4014,10-Feb-1960,AUSTRALIA,Shark fishing
4015,07-Feb-1960,AUSTRALIA,Spearfishing
4016,03-Feb-1960,USA,S2F-1 airplane crashed immediately after carrier take-off
4017,30-Jan-1960,PAPUA NEW GUINEA,
4018,26-Jan-1960,,Portuguese Airliner with 9 people aboard went down.
4019,21-Jan-1960,AUSTRALIA,
4020,16-Jan-1960,AUSTRALIA,Free diving
4021,13-Jan-1960,AUSTRALIA,"Fishing, lifting shark out of craypot"
4022,07-Jan-1960,AUSTRALIA,Setting crayfish pots
4023,01-Jan-1960,SOUTH AFRICA,"Standing, watching seine netters"
4024,1960,NICARAGUA ,Bathing
4025,1960,GRENADA,Spearfishing
4026,Early summer 1960,CARIBBEAN SEA,Aircraft crashed into sea
4027,Late 1960s,SRI LANKA,Spearfishing
4028,1960s,SRI LANKA,Collecting ornamental fish
4029,1960-1961,FIJI,Spearfishing
4030,1960,PAPUA NEW GUINEA,"Spear fishing, removing fish from spear"
4031,1960,PAPUA NEW GUINEA,Fishing
4032,Ca. 1960,MOZAMBIQUE,Swimming
4033,Ca. 1960,SOUTH AFRICA,Wading
4034,29-Dec-1959,AUSTRALIA,Paddling
4035,28-Dec-1959,AUSTRALIA,Fishing
4036,26-Dec-1959,PAPUA NEW GUINEA,Swimming underneath house on pilings
4037,19-Dec-1959,AUSTRALIA,Dived from dinghy to retrieve oar in heavy seas
4038,19-Dec-1959,PHILIPPINES,ship M.V. Rizal sank during typhoon
4039,11-Dec-1959,AUSTRALIA,"Spearfishing, Smith  & Walker touched shark with tip of their guns"
4040,07-Dec-1959,AUSTRALIA,Spearfishing
4041,03-Dec-1959,NEW ZEALAND,Fishing for snapper
4042,Dec-1959,MALDIVE ISLANDS,17 Maldivians adrift in open boat for 31 days
4043,29-Nov-1959,AUSTRALIA,Body surfing
4044,28-Nov-1959,AUSTRALIA,Standing in chest-deep water
4045,22-Nov-1959,AUSTRALIA,Trailing the field in a surf race
4046,16-Nov-1959,USA,National Airlines DC7B enroute from Miami to Los Angeles with 42 or 46 people on board went down in heavy fog
4047,15-Nov-1959,SOUTH AFRICA,Fishing for tunny
4048,Reported 12-Nov-1959,AUSTRALIA,Shark fishing
4049,10-Nov-1959,USA,Swimming at surface through school of feeding 2.5' to 5â sharks
4050,09-Nov-1959,AUSTRALIA,"Spearfishing, shot shark, hauled it onto boat"
4051,01-Nov-1959,PAPUA NEW GUINEA,Fishing
4052,07-Oct-1959,MOZAMBIQUE,Swimming
4053,05-Oct-1959,PAPUA NEW GUINEA,
4054,04-Oct-1959,USA,Diving for abalone
4055,02-Oct-1959,FIJI,Dived overboard to retrieve dinghy
4056,Oct-1959,FIJI,Spearfishing
4057,30-Sep-1959,PHILIPPINES,Swimming 
4058,27-Sep-1959,BERMUDA,
4059,26-Sep-1959,USA,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore"
4060,26-Sep-1959,USA,Gigging for flounder
4061,Between 10 and 12-Sep-1959,USA,Pulling hooked salmon to boat
4062,Reported 10-Sep-1959,INDIA,
4063,02-Sep-1959,USA,On inflatable raft
4064,Sep-1959,MEXICO,
4065,Reported 31-Aug-1959,AZORES,Fishing
4066,30-Aug-1959,AUSTRALIA,Swimming
4067,25-Aug-1959,JAPAN,
4068,20-Aug-1959,PHILIPPINES,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas
4069,15-Aug-1959,USA,Diving
4070,15-Aug-1959,USA,Spearfishing on Scuba
4071,14-Aug-1959,USA,Fishing
4072,14-Aug-1959,PHILIPPINES,Fishing boat capsized 
4073,13-Aug-1959,USA,"Spearfishing with Joe Turner (24). Shark attracted to speared halibut on belt of one diver, tried to bite Ideâs speargun & he shot it in the mouth"
4074,12-Aug-1959,CROATIA,Fishing
4075,11-Aug-1959,JAPAN,Swimming
4076,10-Aug-1959,USA,Standing
4077,05-Aug-1959,USA,Wading
4078,21764,ITALY,Scuba diving
4079,30-Jul-1959,USA,Pulling anchor
4080,28-Jul-1959,USA,Spearfishing (but on surface)
4081,25-Jul-1959,JAPAN,
4082,25-Jul-1959,USA,
4083,23-Jul-1959,USA,Fishing
4084,23-Jul-1959,USA,Dragging stranded shark ashore
4085,03-Jul-1959,CARIBBEAN SEA,Columbian petrol barge Rio Atrato burned and sank
4086,02-Jul-1959,USA,Free diving
4087,Late Jul-1959,NORTH ATLANTIC OCEAN,
4088,Jul-1959,MEXICO,Wading
4089,Reported 26-Jun-1959,TURKEY,
4090,14-Jun-1959,MEXICO,Swimming ashore from capsized boat
4091,14-Jun-1959,USA,Free diving for abalone
4092,13-Jun-1959,USA,Swimming 
4093,30-May-1959,SOUTH AFRICA,Spearfishing
4094,16-May-1959,USA,
4095,07-May-1959,USA,Treading water
4096,03-May-1959,USA,Spearfishing
4097,May-1959,MID ATLANTIC OCEAN,Jumped overboard to rescue a man
4098,27-Apr-1959,AUSTRALIA,Spearfishing
4099,11-Apr-1959,AUSTRALIA,Diving for pearl shell
4100,09-Apr-1959,USA,Fishing
4101,09-Apr-1959,SOUTH AFRICA,Fishing
4102,05-Apr-1959,AUSTRALIA,Spearfishing
4103,29-Mar-1959,USA,Swimming
4104,08-Mar-1959,PHILIPPINES,Lifeboat capsized
4105,Mar-1959,USA,"On boat, preparing to dive"
4106,28-Feb-1959,AUSTRALIA,Fishing for snapper
4107,27-Feb-1959,VENEZUELA,Fell into water while attempting to boat a swordfish
4108,16-Feb-1959,PAPUA NEW GUINEA,Fishing
4109,02-Feb-1959 Reported,SOLOMON ISLANDS,Bathing with sister
4110,01-Feb-1959,SOUTH AFRICA,Treading water
4111,31-Jan-1959,AUSTRALIA,Working prawn net
4112,27-Jan-1959,ECUADOR,Washed overboard into school of fish
4113,25-Jan-1959,AUSTRALIA,Swimming with motor tube
4114,17-Jan-1959,AUSTRALIA,In deep water about 100 yards from his ship
4115,17-Jan-1959,AUSTRALIA,"Surfing, but treading water"
4116,15-Jan-1959,SOUTH AFRICA,Swimming
4117,12-Jan-1959,NEW GUINEA,Dragging banana seeds through the shallows
4118,02-Jan-1959,MOZAMBIQUE,Swimming ashore from fishing boat swamped and sunk by a squall
4119,Jan-1959,AUSTRALIA,Spearfishing / free diving
4120,Summer of 1959,SOUTH KOREA,Swimming
4121,Jul- to Sep-1959,INDIA,
4122,1959,ATLANTIC OCEAN,Paddling & sailing from Buenos Aires to Miami
4123,1959,PAPUA NEW GUINEA,Spear fishing
4124,1959,PAPUA NEW GUINEA,Fishing
4125,1959,PAPUA NEW GUINEA,
4126,1959,PAPUA NEW GUINEA,Fishing
4127,28-Dec-1958,TURKEY,Fishing
4128,27-Dec-1958,PAPUA NEW GUINEA,
4129,23-Dec-1958,SOUTH AFRICA,Swimming
4130,13-Dec-1958,USA,Surfing on air mattress
4131,12-Dec-1958,AMERICAN SAMOA,Cleaning hull of ship 
4132,23-Nov-1958,AUSTRALIA,Swimming
4133,14-Nov-1958,SOUTH AFRICA,Fishing
4134,Reported 07-Nov-1958,PAPUA NEW GUINEA,Spearfishing
4135,05-Nov-1958,USA,Fishing
4136,12-Oct-1958,USA,Swimming near jetty
4137,05-Oct-1958,USA,
4138,Oct-1958,MEXICO,Slapped shark on tail as it swam by
4139,Oct-1958,PAPUA NEW GUINEA,Collecting shells
4140,13-Sep-1958,ANDAMAN / NICOBAR ISLANDAS,"""Climbing up to ship after repairing the stern in water"""
4141,06-Sep-1958,BAHAMAS,Fishing
4142,01-Sep-1958,USA,Spearfishing
4143,31-Aug-1958,MEXICO,Boat stopped to repair electric pump
4144,01-Aug-1958,CROATIA,Swimming
4145,Reported 31-Jul-1958,MEXICO,Swimming
4146,27-Jul-1958,USA,"Swimming, ducking for shells in water 0.9 m deep"
4147,27-Jul-1958,USA,"Swimming, ducking for shells in water 0.9 m deep"
4148,10-Jul-1958,USA,
4149,08-Jul-1958,KENYA,Swimming
4150,04-Jul-1958,PACIFIC OCEAN,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.
4151,04-Jul-1958,PACIFIC OCEAN,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.
4152,02-Jul-1958,USA,Free diving
4153,01-Jul-1958,PAPUA NEW GUINEA,Swimming
4154,Jul-1958,BAHAMAS,"Spearfishing, had fish on his spear"
4155,Jul-1958,USA,
4156,26-Jun-1958,USA,Wading
4157,24-Jun-1958,USA,Walking
4158,17-Jun-1958,USA,"Swimming, towing the shark"
4159,15-Jun-1958,AUSTRALIA,Swimming
4160,Reported 02-Jun-1958,SOUTH AFRICA,Spearfishing
4161,30-Apr-1958,USA,Free diving
4162,19-Apr-1958,TAIWAN,Diving
4163,05-Apr-1958,SOUTH AFRICA,Paddling in knee-deep water
4164,03-Apr-1958,SOUTH AFRICA,Swimming with goggles
4165,Apr-1958,PAPUA NEW GUINEA,"Fishing, holding fish in his left hand"
4166,19-Feb-1958,AUSTRALIA,Spearfishing
4167,01-Feb-1958,USA,Spearfishing on Scuba
4168,27-Jan-1958,AUSTRALIA,Spearfishing / swimming on surface
4169,19-Jan-1958,AUSTRALIA,Body surfing
4170,Reported 09-Jan-1958,JAPAN,
4171,09-Jan-1958,SOUTH AFRICA,Swimming
4172,1958-1959,TONGA,Spearfishing
4173,1958,SAMOA,Placed hand in disemboweled sharkâs jaws
4174,1958,PANAMA,Skindiving
4175,1958,PAPUA NEW GUINEA,
4176,1958,PAPUA NEW GUINEA,Spearfishing
4177,1958,PAPUA NEW GUINEA,Spearfishing
4178,1958,PAPUA NEW GUINEA,"Fishing, holding fish"
4179,1958,SOUTH AFRICA,Fishing (trolling)
4180,Circa 1958,SOUTH AFRICA,"Fishing, walking in river to cast"
4181,31-Dec-1957,AUSTRALIA,Spearfishing
4182,30-Dec-1957,SOUTH AFRICA,Standing
4183,26-Dec-1957,SOUTH AFRICA,Skindiving
4184,23-Dec-1957,SOUTH AFRICA,Floating
4185,20-Dec-1957,SOUTH AFRICA,Standing
4186,18-Dec-1957,SOUTH AFRICA,Body surfing
4187,08-Nov-1957,PACIFIC OCEAN,Air/Sea Disaster Pan-American Airlines Stratocruiser with 44 people onboard crashed into the sea
4188,Reported 04-Nov-1957,AUSTRALIA,Fishing
4189,24-Oct-1957,SOLOMON ISLANDS,
4190,23-Oct-1957,SOLOMON ISLANDS,
4191,02-Sep-1957,MARSHALL ISLANDS,
4192,Aug-1957,USA,Attempting to net shark in shark channel
4193,24-Jul-1957,USA,Spearfishing on Scuba
4194,15-Jul-1957,USA,Swimming
4195,09-Jul-1957,AUSTRALIA,Diving for trochus
4196,21-Jun-1957,CUBA,M.V. Tropical sank. Sole survivor rode oil drums for 8 days without food or water.
4197,11-May-1957,AUSTRALIA,Competing in spearfishing championship & towing dead fish
4198,Reported 07-May-1957,SOLOMON ISLANDS,Fishing
4199,May 1957,USA,3 men & 2 boys picked up wearing life jackets and with inner tube
4200,28-Apr-1957,USA,Swimming
4201,23-Apr-1957,AUSTRALIA,Surfing
4202,22-Apr-1957,USA,Standing
4203,13-Apr-1957,AUSTRALIA,Swimming between  anchored  pearling luggers
4204,07-Apr-1957,PAPUA NEW GUINEA,Diving from canoe
4205,07-Apr-1957,SOLOMON ISLANDS,Diving from canoe
4206,24-Feb-1957,FIJI,Spearfishing
4207,05-Feb-1957,USA,Floating
4208,02-Feb-1957,AUSTRALIA,
4209,Feb-1957,USA,Skindiving for specimens
4210,05-Jan-1957,SOUTH AFRICA,Wading
4211,1957,SRI LANKA,Fishing
4212,1957,USA,Bathing
4213,1957,CUBA,
4214,1957,CUBA,Fishing
4215,1957,CUBA,Fishing for sharks
4216,1957,USA,Helmet diving in Miami Seaquarium
4217,1957,FIJI,Fishing
4218,1957,IRAN,
4219,1957,PAPUA NEW GUINEA,Fishing
4220,1957,IRAN,
4221,1957,PAPUA NEW GUINEA,Dynamiting fish
4222,26-Dec-1956,PAPUA NEW GUINEA,Spearfishing
4223,24-Dec-1956,PAPUA NEW GUINEA,Spearfishing
4224,Reported 15-Dec-1956,GABON,Swimming
4225,09-Dec-1956,NEW ZEALAND,Fishing
4226,27-Oct-1956,SOUTH AFRICA,Free diving for sinkers
4227,20-Oct-1956,PAPUA NEW GUINEA,"Spearfishing, holding 5' speared fish"
4228,07-Oct-1956,SENEGAL,"Skindiving, fish at belt"
4229,Oct-1956,PAPUA NEW GUINEA,Fishing
4230,23-Sep-1956,USA,Surf fishing
4231,13-Sep-1956,,Climbing back on ship
4232,Sep-1956,MAYOTTE,Fishing
4233,Sep-1956,ITALY,Scuba diving
4234,25-Aug-1956,PAPUA NEW GUINEA,Fishing 
4235,20-Aug-1956,PAPUA NEW GUINEA,Fishing
4236,Reported 15-Aug-1956,USA,Skin diving
4237,15-Aug-1956,AUSTRALIA,Diving
4238,15-Aug-1956,USA,Swimming near pier
4239,1-Aug-1956,SOUTH AFRICA,Free diving for crayfish
4240,Aug-1956,UNITED KINGDOM,Attempting to kill a shark with explosives
4241,Aug-1956,UNITED KINGDOM,Attempting to kill a shark with explosives
4242,Aug-1956,MALTA,Fishing
4243,Aug-1956,PAPUA NEW GUINEA,Fishing
4244,Aug-1956,PAPUA NEW GUINEA,Fishing
4245,28-Jul-1956,USA,Floating in inner tube
4246,26-Jul-1956,USA,Fishing
4247,20-Jul-1956,MALTA,Swimming
4248,17-Jul-1956,USA,Wading
4249,12-Jul-1956,USA,Swimming
4250,28-Jun-1956,AUSTRALIA,"Line fishing from Lakotoi, saw shoal of fish, dived overboard, had speared second fish & surfaced for air"
4251,22-Jun-1956,PORTUGAL,Longling fishing
4252,20-Jun-1956,MID ATLANTIC OCEAN,Air/Sea Disaster
4253,Reported 26-May-1956,SOUTH AFRICA,Fishing
4254,07-May-1956,CUBA,"Free diving, working on U/W scenes for motion picture"
4255,May 1956,AUSTRALIA,Diving
4256,25-Mar-1956,ITALY,Boating
4257,11-Mar-1956,AUSTRALIA,Bathing
4258,04-Mar-1956,AUSTRALIA,"Swimming, attacked at  surf carnival"
4259,Mar-1956,AUSTRALIA,Attempting to set underwater endurance record
4260,26-Feb-1956,AUSTRALIA,Diving into water
4261,Reported 10-Feb-1956,AUSTRALIA,Swimming
4262,Reported 16-Jan-1956,AUSTRALIA,Diving for trochus
4263,16-Jan-1956,COSTA RICA,Swimming
4264,05-Jan-1956,AUSTRALIA,Surf skiing
4265,1956,PAPUA NEW GUINEA,Diving
4266,1956,,Shipwreck
4267,1956,GREECE,Swimming off yacht
4268,1956,USA,Removing shark from net 
4269,1956,USA,Swimming
4270,1956,PAPUA NEW GUINEA,
4271,1956,PAPUA NEW GUINEA,
4272,1956,PAPUA NEW GUINEA,
4273,Reported 31-Dec-1955,AUSTRALIA,Ocean racing
4274,11-Dec-1955,USA,Fishing for pompano
4275,16-Nov-1955,PAPUA NEW GUINEA,Swimming
4276,Nov-1955,PAPUA NEW GUINEA,Spearfishing
4277,16-Oct-1955,AUSTRALIA,Spearfishing & lassoed shark
4278,23-Sep-1955,NORTH PACIFIC OCEAN,"""Flying Tiger"" transport plane went down with 5 men onboard"
4279,23-Sep-1955,NORTH PACIFIC OCEAN,"""Flying Tiger"" transport plane went down with 5 men onboard"
4280,20-Sep-1955,USA,Hunting turtle
4281,04-Sep-1955,USA,Swimming near breakwater
4282,03-Sep-1955,USA,
4283,30-Aug-1955,JAPAN,Fishing
4284,30-Aug-1955,USA,Surfing
4285,26-Aug-1955,CROATIA,Swimming
4286,08-Aug-1955,AMERICAN SAMOA,Swimming
4287,Reported 04-Aug-1955,USA,Fishing
4288,Aug-1955,NORTH ATLANTIC OCEAN ,Treading water
4289,Aug-1955,AUSTRALIA,Fishing
4290,25-Jul-1955,JAPAN,
4291,23-Jun-1955,USA,Wading
4292,15-Jul-1955,MONTENEGRO,Swimming
4293,07-Jul-1955,YEMEN,Swimming
4294,08-May-1955,USA,Spearfishing
4295,May 1955,PAPUA NEW GUINEA,Spearfishing
4296,Reported 13-Apr-1955,PAPUA NEW GUINEA,Spearfishing or fishing
4297,12-Apr-1955,PAPUA NEW GUINEA,Spearfishing
4298,Apr-1955,USA,"Fishing from boat, Kaimamla"
4299,09-Mar-1955,AUSTRALIA,Body surfing
4300,Mar-1955,PAPUA NEW GUINEA,Swimming with speared fish
4301,Mar-1955,AUSTRALIA,"Competing in U/W endurance record, standing beside drum in 10' of water"
4302,10-Feb-1955,USA,Scuba diving
4303,06-Feb-1955,USA,Spearfishing
4304,05-Feb-1955,AUSTRALIA,Swimming
4305,04-Feb-1955,INDIA,Fishing
4306,01-Feb-1955,AUSTRALIA,Rowing
4307,Feb-1955,AUSTRALIA,Rowing toward snapper grounds
4308,17-Jan-1955,AUSTRALIA,Hunting lobsters in 2.4 m of water
4309,15-Jan-1955,SOUTH AFRICA,Crossing the bay at the ford
4310,1955,USA,
4311,1955,CUBA,Fishing
4312,1955,MADAGASCAR,Standing in knee-deep water
4313,1955,USA,Swimming
4314,Ca. 1955,COLUMBIA,Spearfishing
4315,1955,PAPUA NEW GUINEA,
4316,29-Dec-1954,AMERICAN SAMOA,Dived overboard & was swimming near stern of trawler
4317,11-Dec-1954,AUSTRALIA,Swimming
4318,09-Dec-1954,PAPUA NEW GUINEA,Swimming near canoe
4319,04-Dec-1954,SOUTH AFRICA,Swimming
4320,20-Nov-1954,USA,Spearfishing
4321,07-Oct-1954,USA,"American freighter Mormackite, bound from Buenos Aires for Baltimore, capsized & sank in heavy seas"
4322,06-Oct-1954,UNITED KINGDOM,Fishing  (trawling)
4323,02-Oct-1954,CROATIA,Boating
4324,02-Oct-1954,JAPAN,
4325,21-Sep-1954,USA,Swimming
4326,15-Sep-1954,HONG KONG,Swimming
4327,04-Sep-1954,AUSTRALIA,"Spearfishing, hunting crayfish"
4328,19955,ITALY,Spearfishing
4329,12-Aug-1954,CUBA,Spearfishing
4330,12-Aug-1954,CUBA,Spearfishing
4331,30-Jul-1954,ECUADOR,"Tuna fishing, standing on stern platform that was submerged by waves"
4332,28-Jul-1954,SINGAPORE,Closed circuit diving (submerged). Diving to recover jettisoned packets of opium for police
4333,27-Jul-1954,ITALY,Fishing trawler Flavio Gioia 
4334,15-Jul-1954,THE BALKANS,Swimming
4335,Reported 04-Jul-1954,USA,
4336,03-Jul-1954,BERMUDA,Swimming
4337,Reported 02-Jul-1954,GREECE,Swimming
4338,Reported 01-Jul-1954,CROATIA,
4339,29-Jun-1954,USA,Grabbed shark & threw it on deck
4340,27-Jun-1954,AUSTRALIA,Pearl diving from lugger Whyalla
4341,Jun-1954,HONG KONG,Bathing alongside ship
4342,Reported 26-May-1954,PAPUA NEW GUINEA,"Fishing / cleaning fish, dived into water to retrieve a lost fish"
4343,May 1954,PAPUA NEW GUINEA,
4344,08-Apr-1954,USA,Fishing from shore
4345,Apr-1954,SUDAN?,Spearfishing
4346,27-Feb-1954,AUSTRALIA,Swimming
4347,30-Jan-1954,AUSTRALIA,Swimming
4348,22-Jan-1954,AUSTRALIA,Spearfishing
4349,22-Jan-1954,ARGENTINA,Floating
4350,15-Jan-1954,PAPUA NEW GUINEA,Crouching in the water
4351,1954,IRAN,
4352,1954,MARTINIQUE,
4353,1954,MEXICO,Free diving
4354,1954,USA,Fishing
4355,1954,PAPUA NEW GUINEA,Swimming
4356,1954 (same day as  1954.00.00.f),IRAN,
4357,1954 (same day as  1954.00.00.f),IRAN,
4358,30-Dec-1953,SOUTH AFRICA,Swimming
4359,22-Dec-1953,SOUTH AFRICA,Swimming
4360,13-Dec-1953,AUSTRALIA,Swimming or wading out  to warn bathers that a shark had been seen
4361,Dec-1953,AUSTRALIA,Surf skiing
4362,Oct-1953,AUSTRALIA,
4363,27-Sep-1953,PHILIPPINES,
4364,Reported 20-Sep-1953,USA,Scuba diving
4365,18-Sep-1953,USA,Aircaft exploded
4366,Reported 03-Sep-1953,USA,Surf fishing
4367,02-Sep-1953,USA,Crabbing
4368,Aug-1953,MEXICO,Free diving
4369,31-Jul-1953,MEXICO,Wading
4370,26-Jul-1953,USA,Spearfishing
4371,16-Jul-1953,USA,Fishing from market fishboat Sea Spray
4372,15-Jul-1953,USA,Standing
4373,11-Jul-1953,PACIFIC OCEAN,Royal Hawaiian skymaster DC-6B aircraft went down with  58 passenger & crew
4374,09-Jul-1953,CANADA,Fishing for lobsters
4375,04-Jul-1953,USA,Accidentally dragged overboard from the sampan Holokahana into school of yellowfin tuna
4376,01-Jul-1953,PANAMA,Retrieving bait box that had fallen overboard
4377,Jun-1953,AUSTRALIA,Landing hooked shark in boat
4378,07-Apr-1953,AUSTRALIA,
4379,04-Apr-1953,USA,Swimming
4380,Apr-1953,IRAN,
4381,Apr-1953,IRAN,Swimming in midriver near sewage outlet & 400 m from a slaughterhouse
4382,Mar-1953,AUSTRALIA,Spearfishing
4383,Reported 19-Mar-1953,AUSTRALIA,Spearfishing
4384,Mar-1953,INDIAN OCEAN,Adrift on a 4'  raft for 32 days
4385,Mar-1953,PAPUA NEW GUINEA,Went over side of boat at trochus ground
4386,18-Feb-1953,USA,Bitten while cutting shark from net
4387,15-Feb-1953,AUSTRALIA,Spearfishing
4388,Feb-1953,AUSTRALIA,Spearfishing
4389,20-Jan-1953,AUSTRALIA,Fishing
4390,08-Jan-1953,AUSTRALIA,Fishing
4391,1953,AUSTRALIA,Spearfishing
4392,1953,PAPUA NEW GUINEA,Washing
4393,1953,USA,Standing
4394,24-Dec-1952,AUSTRALIA,Lying prone on surfboard
4395,21-Dec-1952,AUSTRALIA,"Fishing, setting nets"
4396,14-Dec-1962,GUATEMALA,Air Disaster
4397,04-Aug-1952,ITALY,Fishing
4398,03-Aug-1952,USA,Swimming
4399,7-Dec-1952,USA,Body surfing & treading water
4400,03-Dec-1952,USA,Swimming from fishing boat setting nets
4401,12-Oct-1952,PAPUA NEW GUINEA,Fishing
4402,06-Aug-1952,SOUTH AFRICA,
4403,05-Aug-1952,ITALY,Fishing
4404,27-Jul-1952,USA,Fishing for trout 
4405,27-Jul-1952,USA,Fishing
4406,27-Jul-1952,USA,Fishing
4407,27-Jul-1952,USA,Boat exploded
4408,13-Jul-1952,USA,Fishing
4409,05-Jul-1952,USA,"Spearfishing, carrying fish on spear"
4410,27-May-1952,USA,Swimming on surface
4411,Reported 07-May-1952,AUSTRALIA,"Fishing, standing in water washing fish"
4412,May-1952,INDIA,"Fishing, standing in water next to purse net"
4413,06-Apr-1952,AUSTRALIA,Fishing for white sharks
4414,Apr-1952,SUDAN,Spearfishing
4415,30-Mar-1952,NETHERLANDS ANTILLES,Went to aid of child being menaced by the shark
4416,23-Jan-1952,MAURITIUS,"Spearfishing, speared a small shark"
4417,07-Jan-1952,AUSTRALIA,Surfing
4418,1952-1954,LIBERIA,"Diving, recovering fish killed by dynamite"
4419,1952,PAPUA NEW GUINEA,Spearfishing
4420,1952,PAPUA NEW GUINEA,Spearfishing
4421,1952,PAPUA NEW GUINEA,Spearfishing
4422,1952,USA,Swimming
4423,21-Dec-1951,MOZAMBIQUE,Swimming
4424,16-Dec-1951,AUSTRALIA,Spearfishing
4425,1951.12.15.R,MOZAMBIQUE,Swimming
4426,6-Dec-1951,AUSTRALIA,Treading water
4427,29-Nov-1951,SOUTH AFRICA,Swimming
4428,28-Nov-1951,JAMAICA,Fishing
4429,28-Nov-1951,SOUTH AFRICA,Treading water
4430,Reported 23-Nov-1951,PHILIPPINES,Shipwrecked; adrift on raft for 2 days & 2 nights
4431,22-Oct-1951,AUSTRALIA,Swimming
4432,05-Oct-1951,NORTH ATLANTIC OCEAN,cargo ship Southern Isle sank at 04h00
4433,29-Sep-1951,ITALY,Swimming
4434,Reported 03-Sep-1951,ITALY,Fishing for squid
4435,Reported 02-Sep-1951,AUSTRALIA,"Body found on deserted luxury yacht, 38â Christine"
4436,17-Aug-1951,GREECE,Swimming
4437,17-Aug-1951,GREECE,Swimming
4438,Reported 16-Aug-1951,ITALY,Diving (Hookah)
4439,Between 01-Aug-1951 & 08-Aug-1951,COLUMBIA,Bathing
4440,Reported 19-Jul-1951,USA,
4441,11-Jul-1951,PACIFIC OCEAN,Fell overboard
4442,25-Jun-1951,USA,Swept out to sea while fishing
4443,Jun-1951,FRENCH POLYNESIA,Spearfishing
4444,22-May-1951,MEXICO,Free diving
4445,Reported 09-May-1951,ITALY,
4446,26-Mar-1951,AUSTRALIA,Fell off surf ski
4447,24-Mar-1951,AUSTRALIA,"Fishing, casting in the surf"
4448,15-Mar-1951,SOUTH AFRICA,Body surfing
4449,19-Feb-1951,SOUTH AFRICA,Body surfing
4450,03-Feb-1951,AUSTRALIA,Spearfishing (but treading water on the surface)
4451,01-Feb-1951,AUSTRALIA,Swimming
4452,21-Jan-1951,SOUTH AFRICA,Swimming
4453,03-Jan-1951,AUSTRALIA,
4454,1951,NEW GUINEA,
4455,31-Dec-1950,AUSTRALIA,Paddling a surfboat
